# Three of these six are live in any one game -- the seed
# decides which. Written by hints.py from clauses.py; see
# hints.py on why the sentences are unique and what they
# assert is not.
# landmark	descriptor	sentence
Lakes of Ounianga	standing_water	STATEMENT. An ambulance driver, who has no reason to invent it, says the far shore was a line you had to squint at.
Lakes of Ounianga	you_cannot_stop_looking_at_it	WIRE. From an ambulance driver, unconfirmed: they said they stopped walking when they saw it and could not say why.
Land of Frankincense	a_crown_still_on_the_coins	STATEMENT. A railway guard, who has no reason to invent it, says somebody's portrait was on the money and it was not a president's.
Land of Frankincense	in_the_arab_league	NOTE. Left for us by a money changer. The League's pennant was flying beside the national flag.
Land of Frankincense	in_the_islamic_conference	RUMOUR. A laundry woman has been paid twice for this and it has not changed: the country sits in the Islamic conference and keeps its calendar.
Land of Frankincense	inside_the_tropics	STATEMENT. A customs broker will swear to this and to nothing else: dusk lasted about twenty minutes and then it was night.
Land of Frankincense	protected_around_the_millennium	WIRE. From a baggage handler, unconfirmed: there is a photograph in the office of the ceremony, and the clothes in it are of that decade.
Land of Frankincense	worked_land	STATEMENT. A signalman will swear to this and to nothing else: the fields were worked in a pattern older than the fences.
Landscape of the Pico Island Vineyard Culture	flies_the_ring_of_stars	REPORT. A boatman states that the queue at the airport had a lane she was entitled to use.
Landscape of the Pico Island Vineyard Culture	in_the_council_of_europe	WIRE. From a locksmith, unconfirmed: there was a court in Strasbourg she could have appealed to.
Landscape of the Pico Island Vineyard Culture	no_passport_needed_next_door	REPORT. A nun states that the road out of the country had no barrier across it.
Landscape of the Pico Island Vineyard Culture	protected_around_the_millennium	HEARSAY. A hotel maid told it to somebody who told us. It has been officially looked after for about a generation, no longer.
Landscape of the Pico Island Vineyard Culture	the_last_of_its_people	NOTE. Left for us by a road mender. The people who made it are gone and this is the evidence of them.
Landscape of the Pico Island Vineyard Culture	west_of_greenwich	STATEMENT. A scene-shifter, who has no reason to invent it, says she was west of us and the whole day was behind.
Laponian National Park	living_things_doing_what_they_do	NOTE. Left for us by a boatman. They were told to come back in the right month to see the point of it.
Laponian National Park	long_dark_winter	REPORT. A museum guard states that in December they get about four hours of daylight, and she knew it.
Laponian National Park	the_earth_showing_its_workings	STATEMENT. A car hire clerk, who has no reason to invent it, says there are layers in the cliff and each one is an age.
Laponian National Park	thin_air	RUMOUR. They are saying, on the word of a barber, that she was walking slowly and she does not walk slowly.
Laponian National Park	worked_the_same_way_for_centuries	SIGHTING. A fisherman mending nets puts her there. Nobody there was doing anything their grandparents could not have done.
Laponian National Park	you_cannot_stop_looking_at_it	NOTE. Left for us by a museum guard. The postcards do not do it justice, and everybody says so, and they are right.
Las Médulas	a_crown_still_on_the_coins	WIRE. Relayed by a shoeshine boy and not yet checked: there is a palace there that is not a museum.
Las Médulas	a_dug_site	RUMOUR. A barber has been paid twice for this and it has not changed: there were students on their knees with trowels and small brushes.
Las Médulas	no_passport_needed_next_door	SIGHTING. A shoeshine boy puts her there. The frontier post had been turned into a cafe.
Las Médulas	protected_around_the_millennium	RUMOUR. They are saying, on the word of a money changer, that the protection order on it dates from around the turn of the century.
Las Médulas	somebody_made_this_by_hand	HEARSAY. A ticket clerk told it to somebody who told us. The work in it was done by hand and it shows at arm's length.
Las Médulas	west_of_greenwich	WIRE. From a priest who would not give his name, unconfirmed: the wire came in hours after it was sent.
Lascaux	a_president_who_governs	HEARSAY. A bar steward told it to somebody who told us. The president there does the governing himself.
Lascaux	far_from_the_equator	RUMOUR. A nurse coming off shift has been paid twice for this and it has not changed: the trees had a proper autumn about them.
Lascaux	french_is_spoken_at_the_top	RUMOUR. A photographer touting for trade has been paid twice for this and it has not changed: the courts there run in French and so does the civil service.
Lascaux	guarded_since_before_the_tourists	SIGHTING. A signalman puts her there. Protection came early, which is why there is anything left to protect.
Lascaux	no_passport_needed_next_door	STATEMENT. A ferry hand, who has no reason to invent it, says she crossed a border and nobody asked her for anything.
Lascaux	underground	WIRE. From a photographer touting for trade, unconfirmed: it was cold in there in a way that had nothing to do with the season.
Laurisilva of Madeira	flies_the_ring_of_stars	REPORT. A shoeshine boy states that the flag beside the official one had a ring of stars on it.
Laurisilva of Madeira	living_things_doing_what_they_do	SIGHTING. A hotel maid saw a woman answering the description. They were told to come back in the right month to see the point of it.
Laurisilva of Madeira	no_passport_needed_next_door	SIGHTING. A bar steward saw a woman answering the description. The road out of the country had no barrier across it.
Laurisilva of Madeira	protected_around_the_millennium	RUMOUR. They are saying, on the word of a postal sorter, that the signage was of a style nobody has ordered since the early two thousands.
Laurisilva of Madeira	the_last_animals_of_their_kind	HEARSAY. A locksmith told it to somebody who told us. The guides talk in numbers, and the numbers are two figures.
Laurisilva of Madeira	west_of_greenwich	REPORT. Taken from a locksmith, who was reluctant: her morning had not started when ours was finishing.
Lavaux	a_federation_of_states	SIGHTING. A doctor's receptionist saw a woman answering the description. Their papers were checked twice by two different sorts of official.
Lavaux	far_from_the_equator	SIGHTING. A nun saw a woman answering the description. The sun crossed low and went along the sky rather than over it.
Lavaux	french_is_spoken_at_the_top	NOTE. Left for us by a watchmaker. The courts there run in French and so does the civil service.
Lavaux	no_coast_in_this_country	RUMOUR. An ambulance driver has been paid twice for this and it has not changed: the nearest port was a border crossing and two days away.
Lavaux	protected_around_the_millennium	SIGHTING. A locksmith puts her there. The fence round it went up at about the time everyone was worrying about computers.
Lavaux	worked_the_same_way_for_centuries	NOTE. Left for us by a car hire clerk. The way of life and the place it is lived in are the same thing.
Le Morne Brabant	a_mountain	REPORT. Taken from a barber, who was reluctant: they had to look up a long way to see the top of it.
Le Morne Brabant	in_africa	REPORT. Taken from a fisherman mending nets, who was reluctant: she is somewhere on the African continent, and that is as much as anyone will say.
Le Morne Brabant	ringed_by_water	HEARSAY. A shoeshine boy told it to somebody who told us. She had to take a boat, and the boat took its time.
Le Morne Brabant	something_famous_happened_here	RUMOUR. A shoeshine boy has been paid twice for this and it has not changed: the guide spent their whole talk on one afternoon in the place's history.
Le Morne Brabant	south_of_the_line	STATEMENT. A ferry hand will swear to this and to nothing else: the year was running backwards to ours, summer where we have winter.
Le Morne Brabant	the_old_empire_in_common	WIRE. From a cleaner at the terminus, unconfirmed: the forms they filled in were laid out exactly like the forms at home.
Lednice-Valtice Cultural Landscape	far_from_the_equator	RUMOUR. A cleaner at the terminus has been paid twice for this and it has not changed: she had bought a coat, and she is not a woman who feels the cold.
Lednice-Valtice Cultural Landscape	no_coast_in_this_country	RUMOUR. They are saying, on the word of a railway guard, that the country has no navy and no reason for one.
Lednice-Valtice Cultural Landscape	no_passport_needed_next_door	NOTE. Left for us by a doctor's receptionist. They watched her walk into another country between one field and the next.
Lednice-Valtice Cultural Landscape	protected_in_the_eighties_or_nineties	HEARSAY. A priest who would not give his name told it to somebody who told us. The plaque is of that period when everything was set in a particular sans-serif.
Lednice-Valtice Cultural Landscape	somebody_made_this_by_hand	SIGHTING. A hall porter saw a woman answering the description. Whatever it is, a person made it, and made it better than they had to.
Lednice-Valtice Cultural Landscape	worked_land	SIGHTING. A doctor's receptionist saw a woman answering the description. The fields were worked in a pattern older than the fences.
Lena Pillars	a_reserve	STATEMENT. A girl selling cigarettes, who has no reason to invent it, says it is kept for what lives in it rather than for anybody visiting.
Lena Pillars	in_eurasia	SIGHTING. A tailor puts her there. They traced her into the interior of Eurasia and lost her.
Lena Pillars	long_dark_winter	HEARSAY. A hall porter told it to somebody who told us. In December they get about four hours of daylight, and she knew it.
Lena Pillars	protected_only_recently	REPORT. Taken from a cleaner at the terminus, who was reluctant: it was listed recently enough that the old guidebooks call it nothing in particular.
Lena Pillars	the_earth_showing_its_workings	REPORT. A museum guard states that the rock there is laid open and you can read it like pages.
Lena Pillars	within_living_memory	WIRE. Relayed by a scene-shifter and not yet checked: it is new enough that somebody alive watched it go up.
Lençóis Maranhenses National Park	a_garden	NOTE. Left for us by an ambulance driver. The planting was laid out by somebody with a plan and a budget.
Lençóis Maranhenses National Park	a_national_park	RUMOUR. They are saying, on the word of a stringer for the wire service, that the boundary was on the map in green and enforced.
Lençóis Maranhenses National Park	in_south_america	STATEMENT. A market porter, who has no reason to invent it, says the notes she paid with were South American.
Lençóis Maranhenses National Park	the_earth_showing_its_workings	STATEMENT. An ambulance driver will swear to this and to nothing else: the rock there is laid open and you can read it like pages.
Lençóis Maranhenses National Park	the_last_animals_of_their_kind	NOTE. Left for us by a girl selling cigarettes. The whole protection of it is for the sake of things that are nearly gone.
Lençóis Maranhenses National Park	you_cannot_stop_looking_at_it	STATEMENT. A bus conductor will swear to this and to nothing else: they said they stopped walking when they saw it and could not say why.
Leptis Magna	a_living_city	REPORT. Taken from a lighthouse keeper, who was reluctant: it is a working town and she could be any of forty thousand women in it.
Leptis Magna	a_ruined_city	REPORT. Taken from a schoolmaster on holiday, who was reluctant: the place had been a town once and nobody has lived in it since.
Leptis Magna	in_africa	STATEMENT. A customs broker will swear to this and to nothing else: she is somewhere on the African continent, and that is as much as anyone will say.
Leptis Magna	in_the_arab_league	SIGHTING. A woman selling flowers saw a woman answering the description. The newspapers on the stand were in the script of the League.
Leptis Magna	older_than_the_records	REPORT. Taken from a locksmith, who was reluctant: nobody knows who built it, only roughly when.
Leptis Magna	water_at_its_feet	REPORT. A chemist states that there were boats tied up within sight of where she stood.
León Cathedral	a_church_or_cathedral	NOTE. Left for us by a woman selling flowers. There were bells, and they set their watch by them.
León Cathedral	in_north_america	SIGHTING. A baggage handler puts her there. The wire routed through a North American exchange.
León Cathedral	in_the_american_states	WIRE. From a railway guard, unconfirmed: her visa was of the kind the American states issue one another.
León Cathedral	inside_the_tropics	STATEMENT. A waiter who served her twice, who has no reason to invent it, says the day and the night were much the same length.
León Cathedral	protected_only_recently	WIRE. From a customs broker, unconfirmed: the fence was recent, the posts were not yet weathered, and it was all official.
León Cathedral	west_of_greenwich	SIGHTING. A waiter who served her twice puts her there. The wire came in hours after it was sent.
Lhasa	a_living_city	STATEMENT. A waiter who served her twice, who has no reason to invent it, says there were schoolchildren, and offices, and a rush hour she used.
Lhasa	in_asia	STATEMENT. A hotel maid, who has no reason to invent it, says the manifest put her on an Asian route.
Lhasa	in_the_african_union	HEARSAY. A hotel telephonist told it to somebody who told us. There was a Union pennant beside the national one on the ministry.
Lhasa	one_of_the_twenty	HEARSAY. A lighthouse keeper told it to somebody who told us. It is one of the twenty economies that get a seat at the top table.
Lhasa	standing_before_the_maps	SIGHTING. A ticket clerk saw a woman answering the description. It is medieval, and it has been there longer than the country has.
Lhasa	thin_air	REPORT. A nurse coming off shift states that the kettle boiled and the tea was still not properly hot.
Linderhof Palace	a_prime_minister_not_a_president	SIGHTING. A bank teller puts her there. There were two figures on the office wall and only one of them decides.
Linderhof Palace	far_from_the_equator	REPORT. Taken from a nurse coming off shift, who was reluctant: the seasons there are the four proper ones, and they said so twice.
Linderhof Palace	glass_cases	RUMOUR. They are saying, on the word of a museum guard, that a guard was watching her from the corner of a room full of exhibits.
Linderhof Palace	no_passport_needed_next_door	NOTE. Left for us by a hotel maid. There was a booth at the frontier and no one was sitting in it.
Linderhof Palace	protected_only_recently	REPORT. Taken from a cook, who was reluctant: the listing is new enough that the locals still argue about the parking.
Linderhof Palace	royal_rooms	RUMOUR. A customs officer off duty has been paid twice for this and it has not changed: there was a state bed with a rope across it.
Litomyšl Chateau	a_prime_minister_not_a_president	WIRE. Relayed by a laundry woman and not yet checked: questions get shouted at the man in charge once a week, in public.
Litomyšl Chateau	far_from_the_equator	WIRE. From a lighthouse keeper, unconfirmed: her shadow never got short, not even at midday.
Litomyšl Chateau	no_coast_in_this_country	RUMOUR. A diver working the harbour has been paid twice for this and it has not changed: not one road out of it ended at a harbour.
Litomyšl Chateau	no_passport_needed_next_door	RUMOUR. They are saying, on the word of a waiter who served her twice, that the frontier post had been turned into a cafe.
Litomyšl Chateau	protected_around_the_millennium	RUMOUR. A hotel maid has been paid twice for this and it has not changed: the brass plaque by the gate had a date on it from about a quarter-century back.
Litomyšl Chateau	royal_rooms	STATEMENT. A groundsman will swear to this and to nothing else: there was a state bed with a rope across it.
Loch Ness	a_crown_still_on_the_coins	NOTE. Left for us by a customs broker. Somebody's portrait was on the money and it was not a president's.
Loch Ness	at_sea_level	WIRE. Relayed by a groundsman and not yet checked: the sea was at the same height as the street.
Loch Ness	far_from_the_equator	REPORT. A woman selling flowers states that the trees had a proper autumn about them.
Loch Ness	long_dark_winter	REPORT. A border guard's wife states that the sun did its whole business between breakfast and tea.
Loch Ness	standing_water	SIGHTING. A railway guard puts her there. There was water without a current, and a long way across it.
Loch Ness	traffic_keeps_left	SIGHTING. A piano tuner puts her there. They had to be told twice which way to look before crossing.
Longmen Grottoes	guarded_since_before_the_tourists	WIRE. Relayed by a woman selling flowers and not yet checked: the oldest sign on the gate is enamel and half illegible.
Longmen Grottoes	in_asia	SIGHTING. A diver working the harbour saw a woman answering the description. They traced her as far as the Asian continent and no further.
Longmen Grottoes	in_the_african_union	NOTE. Left for us by a baggage handler. There was a Union pennant beside the national one on the ministry.
Longmen Grottoes	somebody_made_this_by_hand	WIRE. Relayed by an ambulance driver and not yet checked: whatever it is, a person made it, and made it better than they had to.
Longmen Grottoes	two_traditions_met_here	WIRE. From a schoolmaster on holiday, unconfirmed: the arches were of one people and the tilework of another.
Longmen Grottoes	underground	WIRE. From a hall porter, unconfirmed: it was cold in there in a way that had nothing to do with the season.
Longobards in Italy, Places of Power	a_prime_minister_not_a_president	SIGHTING. A baggage handler saw a woman answering the description. There were two figures on the office wall and only one of them decides.
Longobards in Italy, Places of Power	an_old_quarter	HEARSAY. A hall porter told it to somebody who told us. You cannot change a window there without asking somebody.
Longobards in Italy, Places of Power	far_from_the_equator	WIRE. From a bus conductor, unconfirmed: the difference between the longest day and the shortest is most of a working day.
Longobards in Italy, Places of Power	no_passport_needed_next_door	RUMOUR. They are saying, on the word of a car hire clerk, that they watched her walk into another country between one field and the next.
Longobards in Italy, Places of Power	protected_only_recently	WIRE. Relayed by a signalman and not yet checked: it was listed recently enough that the old guidebooks call it nothing in particular.
Longobards in Italy, Places of Power	something_famous_happened_here	SIGHTING. A money changer puts her there. The place is famous for an event rather than for the look of it.
Lonja de la Seda	a_crown_still_on_the_coins	HEARSAY. A tailor told it to somebody who told us. The oath the officials swear is to a person, not a document.
Lonja de la Seda	a_prime_minister_not_a_president	NOTE. Left for us by a nun. There were two figures on the office wall and only one of them decides.
Lonja de la Seda	no_passport_needed_next_door	STATEMENT. A photographer touting for trade will swear to this and to nothing else: the road out of the country had no barrier across it.
Lonja de la Seda	protected_around_the_millennium	WIRE. Relayed by a border guard's wife and not yet checked: there is a photograph in the office of the ceremony, and the clothes in it are of that decade.
Lonja de la Seda	somebody_made_this_by_hand	STATEMENT. A locksmith, who has no reason to invent it, says somebody spent a life on it and the life is visible.
Lonja de la Seda	west_of_greenwich	STATEMENT. A ferry hand, who has no reason to invent it, says she was west of us and the whole day was behind.
Lorentz National Park	a_garden	WIRE. Relayed by a railway guard and not yet checked: there were gravel paths and a man with a rake.
Lorentz National Park	a_national_park	STATEMENT. A customs officer off duty, who has no reason to invent it, says the whole of it is a national park and she needed a permit.
Lorentz National Park	a_reserve	HEARSAY. A lighthouse keeper told it to somebody who told us. The land is protected and there were signs saying what not to do.
Lorentz National Park	living_things_doing_what_they_do	STATEMENT. A car hire clerk, who has no reason to invent it, says something living happens there on a scale that needs the whole valley.
Lorentz National Park	the_earth_showing_its_workings	STATEMENT. A road mender, who has no reason to invent it, says there are layers in the cliff and each one is an age.
Lorentz National Park	the_last_animals_of_their_kind	NOTE. Left for us by a ticket clerk. There are animals there that are nowhere else, and not many of them.
Los Alerces National Park	a_garden	RUMOUR. They are saying, on the word of a scene-shifter, that the planting was laid out by somebody with a plan and a budget.
Los Alerces National Park	a_national_park	RUMOUR. A ferry hand has been paid twice for this and it has not changed: the whole of it is a national park and she needed a permit.
Los Alerces National Park	in_south_america	WIRE. Relayed by a market porter and not yet checked: they lost her somewhere on the South American continent.
Los Alerces National Park	south_of_the_line	SIGHTING. A cook saw a woman answering the description. The moon was the wrong way up.
Los Alerces National Park	the_last_animals_of_their_kind	WIRE. Relayed by a ticket clerk and not yet checked: the guides talk in numbers, and the numbers are two figures.
Los Alerces National Park	you_cannot_stop_looking_at_it	HEARSAY. A doctor's receptionist told it to somebody who told us. The place is on the list for being beautiful and nothing else.
Los Glaciares National Park	a_garden	HEARSAY. A nurse coming off shift told it to somebody who told us. Everything green in it had been put there on purpose.
Los Glaciares National Park	a_national_park	REPORT. A shoeshine boy states that there was a gate, a fee, and a warden who wrote their name down.
Los Glaciares National Park	in_south_america	WIRE. From a locksmith, unconfirmed: they lost her somewhere on the South American continent.
Los Glaciares National Park	the_earth_showing_its_workings	NOTE. Left for us by an ambulance driver. The place is protected for the geology, which is a way of saying it is very old.
Los Glaciares National Park	thick_with_visitors	NOTE. Left for us by a woman selling flowers. There were more people there than anywhere she has been this month.
Los Glaciares National Park	you_cannot_stop_looking_at_it	WIRE. From a priest who would not give his name, unconfirmed: everybody there was standing still and facing the same direction.
Los Katíos National Park	a_garden	SIGHTING. A railway guard saw a woman answering the description. Somebody had decided where every tree in it would stand, a long time ago.
Los Katíos National Park	a_national_park	RUMOUR. They are saying, on the word of a scene-shifter, that the boundary was on the map in green and enforced.
Los Katíos National Park	at_sea_level	RUMOUR. They are saying, on the word of a bus conductor, that the sea was at the same height as the street.
Los Katíos National Park	in_south_america	REPORT. A nurse coming off shift states that her ticket was bought at a South American counter.
Los Katíos National Park	living_things_doing_what_they_do	STATEMENT. A market porter, who has no reason to invent it, says something living happens there on a scale that needs the whole valley.
Los Katíos National Park	the_last_animals_of_their_kind	WIRE. Relayed by a barber and not yet checked: the guides talk in numbers, and the numbers are two figures.
Luang Prabang	a_living_city	HEARSAY. An ambulance driver told it to somebody who told us. There were schoolchildren, and offices, and a rush hour she used.
Luang Prabang	french_is_spoken_at_the_top	WIRE. From a hotel maid, unconfirmed: the paperwork was French even where the conversation was not.
Luang Prabang	inside_the_tropics	SIGHTING. A diver working the harbour saw a woman answering the description. The heat came straight down rather than across.
Luang Prabang	no_coast_in_this_country	REPORT. A coach driver states that not one road out of it ended at a harbour.
Luang Prabang	protected_around_the_millennium	STATEMENT. A taxi driver will swear to this and to nothing else: it has been officially looked after for about a generation, no longer.
Luang Prabang	worked_the_same_way_for_centuries	SIGHTING. A ferry hand saw a woman answering the description. The pattern of the work has outlasted three governments.
Luis Barragán House and Studio	glass_cases	REPORT. A tailor states that she bought a ticket and a bag was taken off her at the door.
Luis Barragán House and Studio	in_north_america	NOTE. Left for us by a nun. The postmark was North American.
Luis Barragán House and Studio	in_the_american_states	SIGHTING. A diver working the harbour puts her there. There was a poster for a hemispheric conference in the post office.
Luis Barragán House and Studio	protected_in_the_eighties_or_nineties	WIRE. From a bus conductor, unconfirmed: the oldest warden there was hired when it was listed and is nearly retired.
Luis Barragán House and Studio	somebody_made_this_by_hand	HEARSAY. A stringer for the wire service told it to somebody who told us. Somebody spent a life on it and the life is visible.
Luis Barragán House and Studio	within_living_memory	HEARSAY. A ferry hand told it to somebody who told us. It is modern, whatever the postcards imply.
Lumbini	a_federation_of_states	HEARSAY. A bank teller told it to somebody who told us. The law changed under her when she crossed a line inside the country.
Lumbini	in_the_african_union	STATEMENT. A nun, who has no reason to invent it, says a summit of the Union was being advertised on every hoarding.
Lumbini	no_coast_in_this_country	SIGHTING. A baggage handler saw a woman answering the description. Nothing on any menu had come out of the water that morning.
Lumbini	protected_around_the_millennium	WIRE. Relayed by a bus conductor and not yet checked: the fence round it went up at about the time everyone was worrying about computers.
Lumbini	something_famous_happened_here	REPORT. A nurse coming off shift states that half the postcards on the rack showed a date rather than a view.
Lumbini	traffic_keeps_left	STATEMENT. A customs officer off duty will swear to this and to nothing else: they had to be told twice which way to look before crossing.
M'banza-Kongo	a_living_city	STATEMENT. A customs officer off duty will swear to this and to nothing else: there were schoolchildren, and offices, and a rush hour she used.
M'banza-Kongo	a_president_who_governs	WIRE. Relayed by a priest who would not give his name and not yet checked: the officials all deferred upward to a single office.
M'banza-Kongo	in_africa	REPORT. A schoolmaster on holiday states that the stamps she bought were African and they kept one.
M'banza-Kongo	protected_only_recently	STATEMENT. A market porter will swear to this and to nothing else: the listing is new enough that the locals still argue about the parking.
M'banza-Kongo	something_famous_happened_here	REPORT. A car hire clerk states that there was a plaque, and the plaque was the reason anyone came.
M'banza-Kongo	south_of_the_line	REPORT. A piano tuner states that Orion was standing on his head.
M'zab	a_dug_site	RUMOUR. They are saying, on the word of a boatman, that there were open trenches with string and numbered pegs across them.
M'zab	deep_cut	REPORT. A ticket clerk states that the ground opened up and went down further than they liked.
M'zab	dry_country	REPORT. A barber states that everything they ate there had been carried in.
M'zab	in_africa	SIGHTING. A railway guard puts her there. She is somewhere on the African continent, and that is as much as anyone will say.
M'zab	in_the_arab_league	REPORT. Taken from a chemist, who was reluctant: the official forms came in two languages and one of them was Arabic.
M'zab	worked_the_same_way_for_centuries	SIGHTING. A market porter puts her there. Nobody there was doing anything their grandparents could not have done.
Machu Picchu	a_ruined_city	STATEMENT. A car hire clerk, who has no reason to invent it, says there were streets with no roofs left on them.
Machu Picchu	in_south_america	SIGHTING. A fisherman mending nets puts her there. The notes she paid with were South American.
Machu Picchu	south_of_the_line	RUMOUR. They are saying, on the word of a printer's apprentice, that the year was running backwards to ours, summer where we have winter.
Machu Picchu	standing_before_the_maps	STATEMENT. A cook, who has no reason to invent it, says it has outlasted the language its builders wrote in.
Machu Picchu	thick_with_visitors	WIRE. From a hotel maid, unconfirmed: there were more people there than anywhere she has been this month.
Machu Picchu	thin_air	STATEMENT. A cleaner at the terminus will swear to this and to nothing else: she was walking slowly and she does not walk slowly.
Macquarie Island	in_oceania	STATEMENT. A hotel maid, who has no reason to invent it, says they lost her out among the Pacific routings.
Macquarie Island	ringed_by_water	RUMOUR. They are saying, on the word of a money changer, that the last part of the journey could only be done by sea.
Macquarie Island	south_of_the_line	STATEMENT. A railway guard, who has no reason to invent it, says Orion was standing on his head.
Macquarie Island	the_earth_showing_its_workings	SIGHTING. A lighthouse keeper puts her there. The rock there is laid open and you can read it like pages.
Macquarie Island	water_at_its_feet	RUMOUR. A bank teller has been paid twice for this and it has not changed: the place stands on water and the water is half of it.
Macquarie Island	you_cannot_stop_looking_at_it	WIRE. Relayed by a night porter and not yet checked: the place is on the list for being beautiful and nothing else.
Madara Rider	a_prime_minister_not_a_president	STATEMENT. A coach driver, who has no reason to invent it, says the government fell while they were there and the country did not notice.
Madara Rider	french_is_spoken_at_the_top	RUMOUR. They are saying, on the word of a postal sorter, that the courts there run in French and so does the civil service.
Madara Rider	guarded_since_before_the_tourists	RUMOUR. A nun has been paid twice for this and it has not changed: the oldest sign on the gate is enamel and half illegible.
Madara Rider	no_passport_needed_next_door	NOTE. Left for us by a customs broker. There was a booth at the frontier and no one was sitting in it.
Madara Rider	somebody_made_this_by_hand	SIGHTING. A museum guard puts her there. You could see the tool marks if you got close, and they did.
Madara Rider	standing_before_the_maps	NOTE. Left for us by a fisherman mending nets. It is medieval, and it has been there longer than the country has.
Madinat Al-Zahra	a_crown_still_on_the_coins	NOTE. Left for us by a taxi driver. The country still keeps a crown, whatever else it has changed.
Madinat Al-Zahra	a_dug_site	STATEMENT. A baggage handler will swear to this and to nothing else: everything coming out of the ground was going into labelled trays.
Madinat Al-Zahra	a_living_city	NOTE. Left for us by a road mender. They lost her in it within four minutes, which tells you the size of it.
Madinat Al-Zahra	glass_cases	RUMOUR. A coach driver has been paid twice for this and it has not changed: she bought a ticket and a bag was taken off her at the door.
Madinat Al-Zahra	protected_around_the_millennium	STATEMENT. A baggage handler will swear to this and to nothing else: the listing paperwork they were shown was signed the year the century turned.
Madinat Al-Zahra	standing_before_the_maps	RUMOUR. They are saying, on the word of a waiter who served her twice, that it was standing before any of our maps had that coast right.
Madriu-Perafita-Claror Valley	a_prime_minister_not_a_president	REPORT. Taken from a postal sorter, who was reluctant: there were two figures on the office wall and only one of them decides.
Madriu-Perafita-Claror Valley	a_reserve	STATEMENT. An ambulance driver will swear to this and to nothing else: they were asked to keep to the track and given a reason.
Madriu-Perafita-Claror Valley	protected_only_recently	SIGHTING. A piano tuner saw a woman answering the description. The fence was recent, the posts were not yet weathered, and it was all official.
Madriu-Perafita-Claror Valley	worked_the_same_way_for_centuries	STATEMENT. A bus conductor will swear to this and to nothing else: they still do it there the way it has always been done.
Mahabodhi Temple	a_federation_of_states	SIGHTING. A customs officer off duty puts her there. The law changed under her when she crossed a line inside the country.
Mahabodhi Temple	a_temple_or_pagoda	REPORT. A cleaner at the terminus states that there was incense on everything, including the man who saw her.
Mahabodhi Temple	somebody_made_this_by_hand	REPORT. A bus conductor states that whatever it is, a person made it, and made it better than they had to.
Mahabodhi Temple	something_famous_happened_here	REPORT. Taken from a girl selling cigarettes, who was reluctant: something happened there that everyone has heard of.
Mahabodhi Temple	the_old_empire_in_common	SIGHTING. A chemist puts her there. The courts there still argue from the same old cases we do.
Mahabodhi Temple	traffic_keeps_left	RUMOUR. They are saying, on the word of a railway guard, that they had to be told twice which way to look before crossing.
Maidam	a_federation_of_states	RUMOUR. They are saying, on the word of a priest who would not give his name, that the police at one end of the road answered to somebody different from the police at the other.
Maidam	an_old_quarter	REPORT. Taken from a hotel maid, who was reluctant: the buildings leaned over the street and met it at the top.
Maidam	protected_only_recently	STATEMENT. A schoolmaster on holiday, who has no reason to invent it, says the signs at the entrance still looked new and the paint had not run.
Maidam	the_old_empire_in_common	HEARSAY. A bookseller told it to somebody who told us. The courts there still argue from the same old cases we do.
Maidam	traffic_keeps_left	RUMOUR. A hall porter has been paid twice for this and it has not changed: the driver sat on the side she keeps her handbag.
Maidam	worked_the_same_way_for_centuries	RUMOUR. They are saying, on the word of a customs officer off duty, that they still do it there the way it has always been done.
Maison Carrée	a_dug_site	RUMOUR. They are saying, on the word of a diver working the harbour, that everything coming out of the ground was going into labelled trays.
Maison Carrée	a_president_who_governs	HEARSAY. A postal sorter told it to somebody who told us. There was one portrait in every room and it was the same man.
Maison Carrée	flies_the_ring_of_stars	SIGHTING. A railway guard saw a woman answering the description. The flag beside the official one had a ring of stars on it.
Maison Carrée	french_is_spoken_at_the_top	NOTE. Left for us by a hall porter. The diplomatic notes go out in French.
Maison Carrée	no_passport_needed_next_door	WIRE. From a scene-shifter, unconfirmed: there is no check on that border and there has not been for years.
Maison Carrée	protected_only_recently	RUMOUR. They are saying, on the word of a customs officer off duty, that the fence was recent, the posts were not yet weathered, and it was all official.
Major Mining Sites of Wallonia	a_federation_of_states	REPORT. Taken from a waiter who served her twice, who was reluctant: the police at one end of the road answered to somebody different from the police at the other.
Major Mining Sites of Wallonia	an_old_quarter	REPORT. Taken from a printer's apprentice, who was reluctant: the whole quarter is kept as it was, by law, down to the shutters.
Major Mining Sites of Wallonia	far_from_the_equator	SIGHTING. A money changer puts her there. Her shadow never got short, not even at midday.
Major Mining Sites of Wallonia	french_is_spoken_at_the_top	SIGHTING. A groundsman saw a woman answering the description. The courts there run in French and so does the civil service.
Major Mining Sites of Wallonia	no_passport_needed_next_door	RUMOUR. A taxi driver has been paid twice for this and it has not changed: she crossed a border and nobody asked her for anything.
Major Mining Sites of Wallonia	protected_only_recently	WIRE. From a shoeshine boy, unconfirmed: the fence was recent, the posts were not yet weathered, and it was all official.
Major Town Houses of the Architect Victor Horta	a_federation_of_states	RUMOUR. A groundsman has been paid twice for this and it has not changed: it is a country made of smaller countries and they do not agree.
Major Town Houses of the Architect Victor Horta	far_from_the_equator	STATEMENT. A girl selling cigarettes will swear to this and to nothing else: the sun crossed low and went along the sky rather than over it.
